task,occupation,n_ratings,mean_rating,median_rating,max_rating,min_rating,p25_rating,p75_rating
Assist guests with special needs by providing equipment such as wheelchairs.,Concierges,943,1.13,1.0,2,1,1.0,1.0
Test changes to database applications or systems.,Database Administrators,921,2.77,3.0,5,1,2.0,3.0
"Compile, record, and code results or data from interview or survey, using computer or specified form.","Interviewers, Except Eligibility and Loan",920,2.18,2.0,4,1,1.0,3.0
"Research, select, or apply sensors, communication technologies, or control devices for motion control, position sensing, pressure sensing, or electronic communication.",Mechatronics Engineers,920,1.51,1.0,3,1,1.0,2.0
Monitor bug resolution efforts and track successes.,Software Quality Assurance Analysts and Testers,917,2.11,2.0,5,1,1.0,3.0
"Evaluate construction methods and determine cost-effectiveness of plans, using computer models.",Construction Managers,915,1.8,2.0,4,1,1.0,2.5
"Observe the current system in operation, and gather and analyze information about each of the component problems, using a variety of sources.",Operations Research Analysts,903,1.26,1.0,3,1,1.0,1.0
"Identify, evaluate, or procure hardware or software for implementing online marketing campaigns.",Search Marketing Strategists,896,1.91,2.0,4,1,1.0,2.0
"Select or devise materials-handling methods and equipment to transport ore, waste materials, and mineral products efficiently and economically.","Mining and Geological Engineers, Including Mining Safety Engineers",896,1.3,1.0,3,1,1.0,2.0
Evaluate or recommend server hardware or software.,Web Administrators,894,2.17,2.0,5,1,2.0,3.0
Evaluate or recommend server hardware or software.,Web Developers,894,2.17,2.0,5,1,2.0,3.0
"Identify, evaluate and recommend hardware or software technologies to achieve desired database performance.",Database Administrators,894,2.07,2.0,4,1,2.0,2.0
"Identify, evaluate and recommend hardware or software technologies to achieve desired database performance.",Database Architects,894,2.07,2.0,4,1,2.0,2.0
"Read technical manuals, confer with users, or conduct computer diagnostics to investigate and resolve problems or to provide technical assistance and support.",Computer User Support Specialists,894,1.9,2.0,4,1,1.0,2.0
"Submit project deliverables, ensuring adherence to quality standards.",Information Technology Project Managers,894,1.42,1.0,4,1,1.0,2.0
"Evaluate current or emerging technologies to consider factors such as cost, portability, compatibility, or usability.",Computer Systems Engineers/Architects,893,2.04,2.0,4,1,2.0,2.0
"Analyze computer and information technologies to determine applicability to nursing practice, education, administration, and research.",Health Informatics Specialists,893,1.79,2.0,4,1,1.0,2.0
"Assess the quality of security controls, using performance indicators.",Information Security Engineers,893,1.67,2.0,4,1,1.0,2.0
Evaluate blockchain processes or risks based on security assessments or control matrix reviews.,Blockchain Engineers,893,1.64,2.0,4,1,1.0,2.0
"Code data prior to computer entry, using lists of codes.",Statistical Assistants,891,2.25,2.0,4,1,1.0,3.0
Code documents according to company procedures.,"Bookkeeping, Accounting, and Auditing Clerks",891,2.16,2.0,4,1,1.0,3.0
Code information on license applications for entry into computers.,"Court, Municipal, and License Clerks",891,2.16,2.0,4,1,1.0,3.0
"Identify, compile, abstract, and code patient data, using standard classification systems.",Health Information Technologists and Medical Registrars,891,2.15,2.0,4,1,1.0,3.0
"Identify, compile, abstract, and code patient data, using standard classification systems.",Medical Records Specialists,891,2.15,2.0,4,1,1.0,3.0
"Compile medical care and census data for statistical reports on diseases treated, surgery performed, or use of hospital beds.",Health Information Technologists and Medical Registrars,891,2.1,2.0,4,1,1.0,3.0
"Maintain network hardware and software, direct network security measures, and monitor networks to ensure availability to system users.",Computer and Information Research Scientists,889,2.4,2.0,4,1,2.0,3.0
Monitor network performance to determine whether adjustments are needed and where changes will be needed in the future.,Network and Computer Systems Administrators,888,3.02,3.0,5,1,3.0,4.0
Operate master consoles to monitor the performance of computer systems and networks and to coordinate computer network access and use.,Network and Computer Systems Administrators,888,2.74,3.0,5,1,2.0,3.0
"Perform routine system administrative functions, such as troubleshooting, back-ups, or upgrades.",Bioinformatics Technicians,885,2.08,2.0,4,1,1.0,3.0
Examine blast areas to determine amounts and kinds of explosive charges needed and to ensure that safety laws are observed.,"Explosives Workers, Ordnance Handling Experts, and Blasters",877,1.01,1.0,2,1,1.0,1.0
Troubleshoot program and system malfunctions to restore normal functioning.,Computer Systems Analysts,872,2.25,2.0,4,1,2.0,3.0
Troubleshoot security and network problems.,Information Security Engineers,872,1.9,2.0,4,1,1.0,2.0
Provide or coordinate troubleshooting support for data warehouses.,Data Warehousing Specialists,872,1.7,2.0,4,1,1.0,2.0
"Select locations and plan underground or surface mining operations, specifying processes, labor usage, and equipment that will result in safe, economical, and environmentally sound extraction of minerals and ores.","Mining and Geological Engineers, Including Mining Safety Engineers",856,1.3,1.0,3,1,1.0,2.0
"Select, calibrate, or operate equipment used in the non-destructive testing of products or materials.",Non-Destructive Testing Specialists,855,1.38,1.0,3,1,1.0,2.0
"Select, purchase, set up, operate, or troubleshoot state-of-the-art laser cutting equipment.",Photonics Engineers,855,1.36,1.0,3,1,1.0,2.0
"Identify, procure, or develop test equipment, instrumentation, or facilities for characterization of microelectromechanical systems (MEMS) applications.",Microsystems Engineers,853,1.42,1.0,3,1,1.0,2.0
Design or select equipment for use in wastewater processing to ensure compliance with government standards.,Water/Wastewater Engineers,853,1.31,1.0,3,1,1.0,2.0
"Select electronics equipment, components, or systems to meet functional specifications.",Electrical and Electronic Engineering Technologists and Technicians,852,1.51,1.0,3,1,1.0,2.0
Select aerial photographic and remote sensing techniques and plotting equipment needed to meet required standards of accuracy.,Cartographers and Photogrammetrists,852,1.37,1.0,3,1,1.0,2.0
"Select drill size to drill test head, according to test design and specifications, and submit guide layout to designated department.",Electrical and Electronics Drafters,852,1.33,1.0,3,1,1.0,2.0
"Select or install combined heat units, power units, cogeneration equipment, or trigeneration equipment that reduces energy use or pollution.",Mechanical Engineers,852,1.32,1.0,3,1,1.0,2.0
Dress with equipment such as fire-resistant clothing and breathing apparatus.,Firefighters,852,1.0,1.0,1,1,1.0,1.0
"Use handtools, such as screwdrivers, pliers, wrenches, pressure gauges, or precision instruments, as well as power tools, such as pneumatic wrenches, lathes, welding equipment, or jacks and hoists.",Bus and Truck Mechanics and Diesel Engine Specialists,852,1.0,1.0,1,1,1.0,1.0
"Explain cable service to subscribers after installation, and collect any installation fees due.",Telecommunications Line Installers and Repairers,848,1.36,1.0,3,1,1.0,2.0
Review manuscripts for professional journals.,"Engineering Teachers, Postsecondary",833,1.56,2.0,4,1,1.0,2.0
Review manuscripts for publication in professional journals.,"English Language and Literature Teachers, Postsecondary",833,1.56,2.0,4,1,1.0,2.0
"Design, evaluate, recommend, and approve changes of forms and reports.",Management Analysts,826,2.0,2.0,4,1,1.0,3.0
Edit historical society publications.,Historians,826,1.75,2.0,4,1,1.0,2.0
"Edit instructional materials, such as books, simulation exercises, lesson plans, instructor guides, and tests.",Instructional Coordinators,825,1.87,2.0,4,1,1.0,2.0
"Select and edit documents for publication and display, applying knowledge of subject, literary expression, and presentation techniques.",Archivists,825,1.76,2.0,4,1,1.0,2.0
"Design and edit promotional publications, such as brochures.",Fundraising Managers,825,1.75,2.0,4,1,1.0,2.0
"Design and edit promotional publications, such as brochures.",Public Relations Managers,825,1.75,2.0,4,1,1.0,2.0
Edit manuscripts for professional journals.,"Library Science Teachers, Postsecondary",825,1.68,2.0,4,1,1.0,2.0
Update sewer maps and manhole charts.,Septic Tank Servicers and Sewer Pipe Cleaners,825,1.4,1.0,3,1,1.0,2.0
Convert video and audio recordings into digital formats for editing or archiving.,Sound Engineering Technicians,821,2.42,2.0,5,1,1.0,3.0
"Produce computer-readable, digital images from film, using flatbed scanners and photofinishing laboratories.",Photographers,821,2.37,2.0,4,1,1.0,3.0
"Transfer photographs to computers for editing, archiving, and electronic transmission.",Photographers,821,2.36,2.0,4,1,1.0,3.0
Transfer details from separate journals to general ledgers or data processing sheets.,"Bookkeeping, Accounting, and Auditing Clerks",821,2.15,2.0,5,1,1.0,3.0
"Convert real objects to animated objects through modeling, using techniques such as optical scanning.",Special Effects Artists and Animators,821,1.38,1.0,4,1,1.0,2.0
"Write and code logical and physical database descriptions and specify identifiers of database to management system, or direct others in coding descriptions.",Database Administrators,812,2.68,3.0,4,1,2.0,3.0
"Write and code logical and physical database descriptions, and specify identifiers of database to management system or direct others in coding descriptions.",Database Architects,812,2.68,3.0,4,1,2.0,3.0
"Develop and maintain design level documentation, including mechanics, guidelines, and mission outlines.",Video Game Designers,808,1.98,2.0,4,1,1.0,3.0
"Develop, document, and revise system design procedures, test procedures, and quality standards.",Computer Systems Analysts,798,2.52,3.0,5,1,2.0,3.0
"Gather, analyze, or document user feedback to locate or resolve sources of problems.",Web Administrators,775,1.93,2.0,4,1,1.0,2.0
Prepare and deliver technical presentations that explain products or services to customers and prospective customers.,Sales Engineers,773,1.72,2.0,4,1,1.0,2.0
